Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome
155,04-06-2025,Expense,2013,1308,"? 1,024.00","? 2,422.00","? 1,561.00",0.57,0.59,2391,"? 3,332.00",2,1.126522026,0.960812662,FALSE,0.389820114,1
156,05-06-2025,Expense,4925,4131,? 293.00,"? 3,693.00","? 1,823.00",0.22,2.82,752,"? 3,968.00",7,1.555572748,0.933354603,FALSE,0.985077678,1
157,06-06-2025,Revenue,136,4325,"? 2,820.00","? 4,213.00","? 1,235.00",0.65,2.64,1785,"? 1,266.00",7,1.748232151,0.825173414,FALSE,0.006132461,1
158,07-06-2025,Liability,171,2542,"? 3,650.00","? 1,937.00",? 836.00,0.68,1.44,2211,"? 3,536.00",2,0.649714721,0.839936914,TRUE,0.013286999,1
159,08-06-2025,Expense,3276,946,"? 1,139.00","? 4,393.00","? 1,550.00",0.29,2.61,3354,"? 1,392.00",3,1.500200406,0.881375652,FALSE,0.647996729,1
160,09-06-2025,Revenue,4219,1227,"? 3,744.00","? 1,869.00","? 1,374.00",0.73,0.68,1223,? 845.00,7,1.283310175,0.878648616,FALSE,0.840760425,1
161,10-06-2025,Expense,980,2368,"? 2,583.00","? 3,398.00","? 2,028.00",0.62,1.73,3518,"? 2,121.00",8,1.518100035,0.941277914,TRUE,0.178659035,0
162,11-06-2025,Asset,4781,1209,"? 2,737.00","? 4,752.00","? 2,680.00",0.40,1.08,2824,"? 1,847.00",9,1.964975597,0.876584709,FALSE,0.955641864,1
163,12-06-2025,Liability,1718,2206,"? 2,113.00","? 1,628.00",? 494.00,0.35,1.86,1521,"? 3,481.00",9,1.675599183,0.987660248,FALSE,0.32951758,1
164,13-06-2025,Revenue,3796,1916,? 791.00,"? 3,476.00","? 3,786.00",0.35,1.21,3497,? 709.00,4,1.580864373,0.873451217,FALSE,0.754292723,1
165,14-06-2025,Revenue,1916,2887,? 746.00,"? 2,801.00","? 1,775.00",0.70,1.79,603,"? 3,812.00",5,0.721797375,0.885216074,FALSE,0.369991823,1
166,15-06-2025,Expense,4323,1580,? 573.00,"? 1,205.00","? 2,378.00",0.52,1.93,861,"? 2,856.00",1,0.734828487,0.994945409,FALSE,0.862019624,1
167,16-06-2025,Asset,2948,2453,"? 3,730.00","? 4,199.00","? 1,041.00",0.48,1.42,2943,? 216.00,1,1.822262864,0.808589189,FALSE,0.580948487,1
168,17-06-2025,Revenue,2263,2693,"? 3,191.00","? 2,091.00","? 1,097.00",0.78,1.27,3961,? 771.00,1,1.413047767,0.879850723,FALSE,0.440923957,1
169,18-06-2025,Revenue,3111,1302,"? 1,408.00","? 3,047.00","? 2,260.00",0.39,2.59,3656,? 184.00,4,1.619137811,0.977245037,FALSE,0.614268193,1
170,19-06-2025,Expense,4666,1794,"? 1,729.00","? 1,012.00",? 149.00,0.30,1.71,1675,"? 2,207.00",1,1.456549362,0.849059273,FALSE,0.932134096,1
171,20-06-2025,Expense,2604,1534,"? 2,454.00","? 4,469.00",? 928.00,0.48,2.57,3888,? 255.00,7,1.724021052,0.895657598,FALSE,0.510629599,1
172,21-06-2025,Expense,224,3441,"? 1,320.00",? 710.00,"? 2,863.00",0.71,2.36,3490,"? 3,196.00",6,0.908965053,0.904511525,FALSE,0.024121014,1
173,22-06-2025,Expense,4041,2112,"? 1,410.00","? 2,366.00","? 2,226.00",0.37,1.04,2726,"? 3,028.00",8,1.137830485,0.949526594,FALSE,0.804374489,0
174,23-06-2025,Revenue,4794,3093,"? 1,216.00","? 2,361.00",? 756.00,0.42,2.90,199,"? 1,935.00",9,1.935485359,0.890401385,FALSE,0.958299264,0
175,24-06-2025,Liability,2616,1347,"? 1,797.00","? 2,114.00",? 275.00,0.53,2.27,1058,"? 1,879.00",1,1.903254823,0.985139553,FALSE,0.513082584,1
176,25-06-2025,Asset,2401,2410,"? 1,459.00","? 4,615.00","? 1,568.00",0.49,2.23,4723,"? 2,546.00",1,1.120380788,0.930941259,FALSE,0.469133279,1
177,26-06-2025,Liability,505,2417,"? 3,132.00","? 4,732.00","? 2,588.00",0.60,0.92,3965,"? 2,253.00",3,0.645028815,0.994844821,TRUE,0.081561733,1
178,27-06-2025,Liability,3313,3227,"? 2,381.00","? 1,678.00","? 1,961.00",0.60,1.60,984,? 262.00,5,0.585378745,0.894346629,FALSE,0.655560098,1
179,28-06-2025,Revenue,1988,1054,"? 2,901.00",? 822.00,"? 2,553.00",0.69,1.21,3903,"? 1,261.00",4,0.672025508,0.846921268,FALSE,0.38470973,1
180,29-06-2025,Asset,1574,2689,? 996.00,"? 1,222.00","? 1,974.00",0.78,1.02,3109,? 626.00,4,1.591572295,0.966288921,FALSE,0.300081766,1
181,30-06-2025,Expense,2283,3000,"? 2,681.00","? 4,587.00","? 1,000.00",0.63,2.41,4201,"? 1,560.00",4,1.207915138,0.843155889,FALSE,0.445012265,1
182,01-07-2025,Liability,1684,1398,"? 2,393.00","? 3,148.00","? 3,505.00",0.53,2.11,826,"? 3,675.00",4,1.136650745,0.895307744,FALSE,0.322567457,1
183,02-07-2025,Expense,3888,1415,"? 1,575.00","? 4,566.00",? 815.00,0.46,1.71,2273,? 272.00,5,1.860009158,0.888435188,FALSE,0.773098937,1
184,03-07-2025,Expense,2824,4318,"? 3,070.00","? 2,143.00","? 1,620.00",0.21,1.59,1908,"? 3,081.00",7,0.948651146,0.907789378,FALSE,0.555600981,1
185,04-07-2025,Asset,3897,2854,"? 3,775.00",? 868.00,"? 3,171.00",0.28,1.96,3340,? 279.00,6,1.828826928,0.994793449,FALSE,0.774938675,0
186,05-07-2025,Asset,4697,1634,"? 3,366.00","? 1,618.00",? 552.00,0.30,2.78,3223,"? 2,604.00",2,1.730600957,0.912439256,FALSE,0.938470973,1
187,06-07-2025,Expense,3113,2042,"? 2,696.00","? 2,008.00","? 3,857.00",0.75,0.82,4032,"? 2,181.00",6,1.313806524,0.84912978,FALSE,0.614677024,1
188,07-07-2025,Asset,2686,2451,? 292.00,"? 1,156.00","? 1,389.00",0.43,1.83,2646,"? 3,864.00",1,0.950885932,0.867231866,FALSE,0.52739166,1
189,08-07-2025,Asset,4333,4017,"? 3,083.00","? 3,915.00","? 2,170.00",0.63,1.04,4524,? 872.00,9,0.828737612,0.878280458,FALSE,0.864063778,1
190,09-07-2025,Revenue,2976,3340,"? 2,774.00","? 2,546.00","? 3,943.00",0.45,1.06,502,"? 3,681.00",2,1.642658806,0.927856987,TRUE,0.586672118,0
191,10-07-2025,Expense,1594,979,"? 1,195.00","? 3,162.00","? 2,914.00",0.23,1.76,4107,"? 2,078.00",3,1.119102872,0.947336094,FALSE,0.304170074,1
192,11-07-2025,Asset,2209,4231,? 394.00,"? 1,091.00","? 3,913.00",0.36,1.64,1236,? 819.00,7,1.549729405,0.849644522,FALSE,0.429885527,1
193,12-07-2025,Liability,1404,4017,"? 1,578.00","? 4,450.00","? 1,917.00",0.28,0.55,156,? 868.00,3,1.916954471,0.986889041,TRUE,0.265331153,1
194,13-07-2025,Liability,1831,2907,"? 3,087.00","? 1,125.00","? 2,292.00",0.62,1.04,1029,"? 1,783.00",3,1.383727997,0.968736837,FALSE,0.352616517,1
195,14-07-2025,Revenue,1723,2285,"? 1,011.00","? 3,181.00","? 1,039.00",0.52,0.62,4797,"? 3,295.00",4,1.148886076,0.975872447,TRUE,0.330539657,1
196,15-07-2025,Liability,455,2509,"? 1,940.00",? 461.00,? 580.00,0.49,2.90,4130,"? 3,000.00",9,1.760648035,0.858796104,FALSE,0.071340965,1
197,16-07-2025,Liability,1359,1224,? 916.00,"? 1,597.00","? 3,411.00",0.73,1.82,1538,? 607.00,7,1.939030336,0.89102196,FALSE,0.256132461,1
198,17-07-2025,Liability,288,529,"? 1,361.00","? 2,535.00","? 1,143.00",0.65,1.24,2066,"? 2,815.00",1,1.678350398,0.846780292,FALSE,0.037203598,1
199,18-07-2025,Asset,2566,1896,? 708.00,"? 3,887.00","? 2,438.00",0.55,1.56,1438,"? 1,267.00",6,1.017954666,0.800962559,FALSE,0.502861815,1
200,19-07-2025,Revenue,3497,1251,? 441.00,? 677.00,? 561.00,0.30,1.27,2527,? 875.00,3,1.074355491,0.852968328,FALSE,0.693172527,1
201,20-07-2025,Liability,1993,879,? 730.00,"? 3,173.00","? 2,680.00",0.75,1.01,3473,"? 2,481.00",6,1.928152225,0.987718058,FALSE,0.385731807,1
202,21-07-2025,Asset,4380,2398,"? 3,454.00","? 2,783.00","? 3,226.00",0.67,1.66,2074,"? 2,112.00",1,0.818743168,0.909023026,FALSE,0.8736713,1
203,22-07-2025,Asset,644,577,"? 3,817.00","? 3,041.00",? 667.00,0.36,1.67,2765,"? 1,195.00",4,0.704102561,0.873826259,FALSE,0.10997547,1
204,23-07-2025,Expense,2106,3244,"? 1,017.00","? 2,320.00","? 2,354.00",0.27,1.56,2756,"? 1,076.00",7,0.987425249,0.936521463,FALSE,0.408830744,1
205,24-07-2025,Liability,3028,1579,"? 1,536.00","? 4,493.00","? 1,603.00",0.50,2.31,3062,"? 3,724.00",1,0.796351583,0.921036149,FALSE,0.597301717,1
206,25-07-2025,Liability,419,3620,"? 1,882.00","? 2,001.00","? 3,980.00",0.38,2.73,620,"? 3,262.00",1,0.565442453,0.900907755,FALSE,0.063982011,1
207,26-07-2025,Revenue,4057,1466,"? 3,542.00","? 1,538.00","? 3,136.00",0.62,0.71,1946,"? 1,391.00",6,1.629283367,0.884335427,FALSE,0.807645135,1
208,27-07-2025,Asset,4072,2302,"? 2,941.00","? 1,722.00","? 3,627.00",0.20,1.93,3089,"? 3,354.00",1,0.934104111,0.954794357,FALSE,0.810711365,1
209,28-07-2025,Asset,4267,712,"? 1,408.00","? 2,524.00","? 2,694.00",0.55,1.74,884,? 402.00,9,0.699163361,0.897777576,FALSE,0.850572363,1
210,29-07-2025,Expense,3967,4036,"? 2,931.00","? 4,389.00","? 3,041.00",0.72,2.26,2853,? 693.00,1,0.938728696,0.884178353,TRUE,0.789247751,0
211,30-07-2025,Revenue,966,599,"? 3,578.00","? 2,623.00","? 1,706.00",0.53,1.34,2448,? 207.00,8,0.578252065,0.837575232,FALSE,0.17579722,1
212,31-07-2025,Liability,2168,3170,"? 2,764.00","? 2,417.00","? 3,787.00",0.36,1.47,4407,"? 1,374.00",6,0.852180557,0.816744273,FALSE,0.421504497,1
213,01-08-2025,Revenue,3538,1214,"? 2,654.00",? 372.00,? 634.00,0.29,1.98,472,? 297.00,1,1.19845661,0.833606497,FALSE,0.701553557,1
214,02-08-2025,Asset,1586,2176,? 261.00,"? 2,309.00",? 897.00,0.36,2.87,1283,"? 2,415.00",7,0.737006272,0.887496391,FALSE,0.302534751,1
215,03-08-2025,Liability,1210,3566,"? 1,836.00","? 1,257.00","? 3,862.00",0.77,1.98,421,"? 3,861.00",3,1.480833299,0.884086147,FALSE,0.225674571,1
216,04-08-2025,Revenue,4337,2910,? 936.00,"? 4,408.00","? 3,722.00",0.33,0.77,472,"? 2,624.00",5,1.291471898,0.884993669,FALSE,0.864881439,1
217,05-08-2025,Expense,3883,1050,"? 2,272.00","? 2,200.00","? 2,755.00",0.48,1.25,1582,? 457.00,9,1.575594794,0.830794042,FALSE,0.77207686,1
218,06-08-2025,Revenue,4542,2703,? 797.00,? 763.00,"? 2,260.00",0.46,1.65,1400,"? 1,037.00",9,1.582727591,0.965387723,FALSE,0.90678659,1
219,07-08-2025,Revenue,4378,2291,"? 1,840.00","? 2,611.00",? 751.00,0.24,0.94,310,"? 3,715.00",7,0.573262524,0.964169998,TRUE,0.873262469,1
220,08-08-2025,Asset,363,3325,? 998.00,"? 2,976.00","? 1,382.00",0.37,0.68,4953,? 807.00,9,1.858269342,0.956337546,FALSE,0.052534751,1
221,09-08-2025,Liability,3639,564,"? 3,043.00","? 1,339.00","? 1,466.00",0.77,2.31,4887,"? 3,602.00",6,1.767273018,0.915363364,FALSE,0.722199509,1
222,10-08-2025,Asset,514,2442,"? 3,164.00","? 1,870.00",? 572.00,0.57,2.50,3658,"? 1,665.00",7,1.949753727,0.956895432,FALSE,0.083401472,1
223,11-08-2025,Expense,2868,1136,"? 2,828.00","? 1,661.00",? 855.00,0.36,2.39,2917,"? 1,895.00",8,0.89717336,0.963634637,FALSE,0.564595258,0
224,12-08-2025,Revenue,2512,1127,"? 1,769.00","? 3,511.00","? 2,473.00",0.29,2.88,4430,"? 2,130.00",4,1.362274019,0.95978664,FALSE,0.491823385,1
225,13-08-2025,Expense,1602,1802,"? 3,845.00","? 1,014.00","? 2,991.00",0.75,0.89,867,"? 2,455.00",3,1.6240771,0.8853771,FALSE,0.305805397,1
226,14-08-2025,Revenue,1586,1472,"? 1,723.00","? 2,279.00",? 564.00,0.44,1.14,1310,"? 2,659.00",6,1.794811762,0.856582385,FALSE,0.302534751,1
227,15-08-2025,Expense,2758,875,? 981.00,"? 3,694.00",? 163.00,0.73,2.92,1526,"? 1,731.00",4,1.598296997,0.975879797,FALSE,0.542109567,1
228,16-08-2025,Liability,293,3101,"? 1,604.00","? 4,987.00","? 1,944.00",0.37,1.66,2497,"? 1,545.00",2,1.776909409,0.847853577,FALSE,0.038225675,1
229,17-08-2025,Revenue,566,2038,"? 2,988.00","? 2,875.00","? 3,310.00",0.52,1.60,1703,"? 2,826.00",8,1.71096401,0.867925327,FALSE,0.094031071,1
230,18-08-2025,Liability,1449,2772,? 495.00,"? 1,733.00","? 1,946.00",0.59,2.87,2800,"? 3,829.00",2,0.643327779,0.832484143,FALSE,0.274529845,1
231,19-08-2025,Expense,2660,1901,"? 3,297.00","? 1,933.00",? 388.00,0.34,1.31,4637,? 457.00,5,1.150170478,0.979899484,FALSE,0.52207686,1
232,20-08-2025,Expense,983,4042,? 704.00,"? 1,113.00","? 1,853.00",0.27,0.54,2697,"? 2,675.00",2,1.667342648,0.867300944,FALSE,0.179272281,1
233,21-08-2025,Revenue,2483,892,"? 1,930.00","? 4,540.00",? 550.00,0.52,1.29,2764,"? 1,714.00",7,0.553000544,0.895569351,FALSE,0.485895339,1
234,22-08-2025,Asset,1630,1317,"? 3,665.00","? 3,308.00","? 2,864.00",0.24,2.92,686,"? 1,890.00",5,0.793942318,0.942627424,FALSE,0.311529027,1
235,23-08-2025,Revenue,2594,2461,"? 1,180.00","? 3,896.00","? 2,545.00",0.32,1.90,466,? 601.00,7,1.252124441,0.86587194,FALSE,0.508585446,1
236,24-08-2025,Expense,937,971,"? 3,172.00","? 3,197.00","? 1,231.00",0.35,2.62,4101,"? 2,726.00",9,0.609294858,0.876485163,FALSE,0.169869174,0
237,25-08-2025,Liability,1400,3215,"? 1,457.00","? 4,920.00","? 3,088.00",0.77,3.00,3695,"? 3,389.00",8,1.98296924,0.879176104,FALSE,0.264513491,1
238,26-08-2025,Liability,853,2351,"? 3,171.00","? 3,533.00","? 3,077.00",0.61,2.20,3341,"? 1,781.00",4,1.126637198,0.867270343,FALSE,0.152698283,1
239,27-08-2025,Asset,2342,1193,"? 3,913.00","? 1,789.00",? 491.00,0.32,1.04,1009,"? 2,677.00",7,0.581287534,0.911786315,FALSE,0.457072772,1
240,28-08-2025,Revenue,1457,724,"? 3,726.00","? 2,731.00","? 1,662.00",0.63,2.06,3990,"? 1,387.00",9,1.072609877,0.804777422,FALSE,0.276165168,1
241,29-08-2025,Asset,1397,1083,? 655.00,? 769.00,"? 1,365.00",0.61,1.84,1622,"? 3,842.00",4,0.774628282,0.893910199,FALSE,0.263900245,1
242,30-08-2025,Expense,838,1558,"? 2,713.00","? 3,911.00","? 1,965.00",0.61,2.95,296,"? 1,123.00",2,1.073371702,0.880179992,FALSE,0.149632052,1
243,31-08-2025,Revenue,4403,3254,? 943.00,"? 4,172.00","? 1,084.00",0.23,0.93,4981,? 838.00,9,1.561963597,0.804437015,FALSE,0.878372854,1
244,01-09-2025,Revenue,2900,1509,"? 3,673.00","? 4,590.00",? 480.00,0.60,0.78,4701,"? 3,234.00",2,1.330561769,0.955289076,FALSE,0.571136549,1
245,02-09-2025,Liability,3697,4127,"? 1,952.00","? 4,977.00",? 218.00,0.77,1.60,1314,"? 1,679.00",4,1.723840033,0.999505189,FALSE,0.734055601,1
246,03-09-2025,Liability,3945,548,"? 2,288.00","? 4,566.00","? 2,444.00",0.61,1.60,4239,"? 2,202.00",3,1.526910593,0.903697989,FALSE,0.784750613,1
247,04-09-2025,Liability,1252,3399,? 478.00,"? 3,281.00",? 894.00,0.66,2.58,1653,"? 2,051.00",9,1.666328145,0.980540252,FALSE,0.234260016,0
248,05-09-2025,Asset,2019,2034,"? 2,910.00","? 1,342.00","? 2,027.00",0.22,1.71,4094,"? 2,608.00",9,0.501883406,0.881282777,FALSE,0.391046607,1
249,06-09-2025,Asset,1910,1050,? 761.00,"? 3,562.00","? 1,216.00",0.28,2.94,3516,"? 1,902.00",1,1.093897887,0.96641463,FALSE,0.368765331,1
250,07-09-2025,Expense,460,3462,? 711.00,"? 3,736.00","? 3,649.00",0.75,2.62,898,"? 2,738.00",5,0.921157033,0.844115577,FALSE,0.072363042,1
251,08-09-2025,Liability,1217,565,"? 1,812.00","? 4,367.00","? 3,109.00",0.73,0.95,3238,? 498.00,6,1.280680232,0.99229565,FALSE,0.227105478,1
252,09-09-2025,Liability,570,3663,"? 1,919.00","? 3,541.00","? 2,811.00",0.58,2.63,871,"? 2,307.00",4,1.813336043,0.898595865,FALSE,0.094848733,1
253,10-09-2025,Liability,4749,3298,"? 2,713.00","? 4,678.00","? 3,047.00",0.63,2.17,1495,"? 3,258.00",2,0.945410188,0.834918556,FALSE,0.949100572,1
254,11-09-2025,Expense,2882,2584,? 209.00,"? 4,021.00","? 1,357.00",0.53,1.58,4018,"? 2,225.00",7,0.922236551,0.900165528,FALSE,0.567457073,1
255,12-09-2025,Revenue,214,2708,"? 2,402.00","? 1,150.00","? 2,584.00",0.67,2.92,2878,"? 2,433.00",8,1.418866935,0.963984344,FALSE,0.02207686,1
256,13-09-2025,Asset,4674,1110,"? 2,532.00","? 1,068.00","? 2,858.00",0.57,2.46,1092,"? 1,468.00",4,1.564981889,0.84837842,FALSE,0.933769419,1
257,14-09-2025,Expense,1700,2486,? 398.00,? 681.00,"? 3,174.00",0.65,0.61,2766,? 662.00,4,1.117022263,0.864639605,FALSE,0.325838103,1
258,15-09-2025,Expense,3221,4081,"? 3,629.00","? 3,528.00","? 2,248.00",0.44,2.80,1739,"? 1,019.00",2,1.018381615,0.823898635,FALSE,0.636753884,1
259,16-09-2025,Liability,4345,2321,"? 2,510.00","? 2,756.00","? 1,447.00",0.63,1.10,4184,"? 1,428.00",9,0.669526063,0.971668776,FALSE,0.866516762,1
260,17-09-2025,Asset,4773,1573,"? 2,003.00","? 3,748.00","? 2,032.00",0.38,1.23,3379,? 659.00,3,0.538219709,0.907351567,FALSE,0.954006541,1
261,18-09-2025,Asset,2420,2383,? 379.00,? 435.00,"? 2,088.00",0.74,2.97,220,"? 3,243.00",3,0.636034144,0.984600666,FALSE,0.473017171,1
262,19-09-2025,Revenue,2629,1120,"? 1,610.00",? 707.00,? 184.00,0.45,2.74,377,"? 2,419.00",6,0.845126675,0.932436597,FALSE,0.515739984,1
263,20-09-2025,Liability,2474,3826,"? 3,663.00","? 1,760.00","? 1,546.00",0.40,2.90,2230,"? 2,974.00",2,1.64031643,0.949458195,FALSE,0.484055601,1
264,21-09-2025,Asset,4373,2718,"? 2,731.00","? 1,186.00","? 1,933.00",0.72,2.64,4971,"? 3,278.00",5,0.535883883,0.832451992,FALSE,0.872240392,1
265,22-09-2025,Asset,3706,3084,"? 3,975.00","? 3,049.00","? 1,466.00",0.46,1.10,1864,"? 3,468.00",8,0.631565057,0.852383401,FALSE,0.735895339,1
266,23-09-2025,Liability,1761,1216,"? 2,031.00",? 478.00,"? 3,668.00",0.34,0.65,4628,"? 2,264.00",6,0.700186578,0.907963467,FALSE,0.338307441,1
267,24-09-2025,Expense,4524,4052,"? 3,636.00",? 915.00,"? 1,350.00",0.64,1.08,2084,? 543.00,3,0.795232325,0.928122269,FALSE,0.903107114,1
268,25-09-2025,Revenue,3452,852,"? 3,459.00","? 2,426.00","? 3,471.00",0.31,0.99,680,"? 3,007.00",2,1.163222763,0.867786608,TRUE,0.683973835,1
269,26-09-2025,Asset,314,1481,"? 3,729.00",? 602.00,"? 3,804.00",0.35,2.80,3639,"? 1,118.00",5,0.768727674,0.806239435,FALSE,0.042518397,1
270,27-09-2025,Revenue,222,3734,"? 2,768.00","? 1,862.00","? 1,721.00",0.70,0.78,1906,"? 1,142.00",8,0.884443177,0.932917281,FALSE,0.023712183,1
271,28-09-2025,Liability,2034,2853,? 810.00,? 321.00,? 565.00,0.56,1.59,614,? 120.00,1,0.730542746,0.97813079,FALSE,0.394112837,1
272,29-09-2025,Asset,4516,3358,"? 1,928.00","? 4,601.00","? 1,853.00",0.65,0.78,468,"? 1,127.00",8,1.780573314,0.865844638,FALSE,0.901471791,1
273,30-09-2025,Asset,2527,2272,"? 2,822.00","? 3,390.00","? 3,959.00",0.63,1.11,2196,? 454.00,4,0.863269066,0.843885959,FALSE,0.494889616,1
274,01-10-2025,Asset,2336,804,"? 3,694.00","? 4,440.00","? 1,085.00",0.74,0.58,4981,"? 2,151.00",4,1.846642667,0.989397435,FALSE,0.45584628,1
275,02-10-2025,Liability,1653,2934,"? 1,932.00","? 1,587.00",? 600.00,0.23,0.64,3318,"? 1,117.00",7,0.524485457,0.961512152,TRUE,0.316230581,1
276,03-10-2025,Liability,156,3815,"? 3,844.00",? 447.00,"? 1,450.00",0.22,2.85,189,? 392.00,7,1.750652398,0.952585228,FALSE,0.010220769,1
277,04-10-2025,Expense,238,2445,"? 2,385.00","? 4,227.00","? 1,295.00",0.23,0.86,1657,? 106.00,7,1.066022921,0.821273972,FALSE,0.026982829,1
278,05-10-2025,Asset,1180,4082,? 651.00,"? 1,697.00","? 2,329.00",0.50,1.72,2926,"? 1,290.00",4,1.757085208,0.839050743,FALSE,0.21954211,1
279,06-10-2025,Expense,4330,2180,? 977.00,"? 1,285.00","? 2,783.00",0.55,1.88,636,"? 3,432.00",1,0.985307913,0.992054658,FALSE,0.863450531,1
280,07-10-2025,Asset,4110,1054,"? 1,999.00","? 3,432.00","? 2,695.00",0.31,2.52,3835,"? 2,682.00",4,1.155648051,0.817001109,FALSE,0.81847915,1
281,08-10-2025,Expense,748,1454,? 936.00,"? 4,763.00",? 761.00,0.20,1.28,2403,"? 3,900.00",1,1.093279316,0.993156783,FALSE,0.131234669,1
282,09-10-2025,Liability,4014,4217,? 895.00,"? 4,161.00",? 894.00,0.74,1.16,1496,"? 1,860.00",3,1.977358877,0.83262796,FALSE,0.798855274,1
283,10-10-2025,Asset,1630,3960,? 946.00,"? 1,123.00","? 2,106.00",0.78,2.96,428,"? 1,718.00",4,1.148683799,0.995870921,FALSE,0.311529027,1
284,11-10-2025,Expense,4013,1040,"? 3,762.00","? 4,641.00","? 3,879.00",0.26,1.45,3729,"? 2,560.00",2,1.744580281,0.854079732,FALSE,0.798650859,1
285,12-10-2025,Expense,1742,1603,"? 2,993.00","? 4,700.00","? 3,937.00",0.50,0.75,3668,"? 3,394.00",5,1.576826558,0.940629964,FALSE,0.334423549,1
286,13-10-2025,Asset,738,3311,"? 2,516.00","? 3,458.00",? 543.00,0.68,2.52,1482,"? 3,017.00",5,0.503953384,0.805570581,FALSE,0.129190515,1
287,14-10-2025,Expense,1936,1529,"? 2,017.00","? 2,607.00","? 2,828.00",0.43,2.55,3385,"? 2,573.00",7,1.57468567,0.979326066,FALSE,0.374080131,0
288,15-10-2025,Asset,1791,4363,? 332.00,"? 1,196.00","? 2,085.00",0.60,2.35,688,"? 3,326.00",7,1.250405869,0.95606984,FALSE,0.344439902,1
289,16-10-2025,Liability,3641,3367,? 666.00,"? 3,166.00",? 214.00,0.39,1.11,680,"? 1,730.00",2,1.179968283,0.816119133,FALSE,0.72260834,1
290,17-10-2025,Asset,1906,1457,"? 2,243.00",? 645.00,? 712.00,0.39,2.03,4247,? 680.00,1,1.722819437,0.96806724,FALSE,0.36794767,1
291,18-10-2025,Expense,4574,1969,"? 2,539.00","? 4,875.00","? 1,627.00",0.21,0.96,4987,"? 1,485.00",3,1.260237188,0.882425103,FALSE,0.913327882,1
292,19-10-2025,Liability,3727,568,"? 3,449.00","? 2,479.00","? 1,141.00",0.39,2.38,4156,"? 3,751.00",5,1.874150219,0.955018126,FALSE,0.740188062,1
293,20-10-2025,Revenue,3444,1623,"? 1,628.00","? 1,370.00","? 1,975.00",0.66,2.39,2913,"? 3,651.00",9,0.702084067,0.948622316,FALSE,0.682338512,1
294,21-10-2025,Revenue,3915,2533,"? 1,828.00",? 910.00,"? 2,919.00",0.59,2.62,3170,"? 3,629.00",4,1.237539715,0.946298985,FALSE,0.778618152,1
295,22-10-2025,Liability,574,621,"? 1,150.00","? 2,783.00",? 724.00,0.77,1.56,2723,"? 2,076.00",7,1.419184843,0.931383098,FALSE,0.095666394,1
296,23-10-2025,Expense,3224,3104,"? 3,680.00","? 3,230.00","? 1,982.00",0.78,2.81,518,"? 3,025.00",6,0.548033332,0.853429674,FALSE,0.63736713,1
297,24-10-2025,Asset,2679,2028,"? 3,080.00","? 2,877.00","? 2,877.00",0.75,2.49,2169,? 145.00,8,1.060179137,0.805946184,FALSE,0.525960752,1
298,25-10-2025,Asset,779,1337,"? 1,865.00","? 3,993.00","? 3,079.00",0.65,1.11,2217,? 261.00,4,0.574085013,0.981555414,FALSE,0.137571545,1
299,26-10-2025,Liability,1408,2833,"? 2,561.00","? 1,467.00","? 3,539.00",0.24,2.87,2095,"? 1,383.00",1,0.557624923,0.899195459,FALSE,0.266148814,1
300,27-10-2025,Expense,4464,4010,"? 3,702.00","? 2,682.00","? 3,869.00",0.59,2.03,3576,? 631.00,6,1.009998589,0.836821333,FALSE,0.890842191,1
301,28-10-2025,Liability,2528,4089,"? 3,279.00",? 896.00,"? 2,944.00",0.55,1.14,1126,"? 2,413.00",5,1.056920956,0.885330131,FALSE,0.495094031,1
302,29-10-2025,Revenue,2943,2780,"? 1,404.00",? 955.00,"? 1,214.00",0.52,1.17,2417,"? 2,367.00",2,1.818312822,0.807271436,FALSE,0.57992641,1
303,30-10-2025,Expense,764,4014,"? 1,850.00","? 3,801.00","? 3,476.00",0.23,1.65,298,"? 1,886.00",9,1.870887143,0.986056131,FALSE,0.134505315,1
304,31-10-2025,Expense,4147,2746,"? 2,596.00","? 3,167.00","? 3,604.00",0.26,1.00,2678,"? 1,448.00",5,0.513857789,0.971039096,FALSE,0.826042518,1
305,01-11-2025,Expense,3366,1779,? 979.00,"? 3,123.00","? 3,572.00",0.35,0.60,3773,? 213.00,9,1.768544952,0.919970026,FALSE,0.666394113,1
306,02-11-2025,Asset,3653,2849,? 441.00,"? 2,045.00","? 1,719.00",0.37,1.48,2638,"? 1,054.00",1,1.661328232,0.929656536,FALSE,0.725061325,1
307,03-11-2025,Liability,1804,1833,"? 2,413.00","? 1,539.00","? 3,941.00",0.77,2.81,534,? 278.00,2,1.206135112,0.861067127,FALSE,0.347097302,1
308,04-11-2025,Expense,3328,1908,"? 3,401.00","? 1,429.00",? 403.00,0.28,2.58,4473,"? 3,209.00",7,1.569638468,0.820402101,FALSE,0.658626329,1
309,05-11-2025,Revenue,1879,2078,"? 3,464.00","? 2,946.00","? 3,470.00",0.38,1.15,3643,"? 1,529.00",1,1.353850227,0.981681489,FALSE,0.362428455,1
